GaugeLID,Location,Latitude,Longitude,Waterbody,State,Action,Flood,Moderate,Major,LowThresh,LowThreshU
SPHN7,NC581 Nr Spring Hope,35.881944,-78.089444,Tar River,NC,,,,,,ft
SPII4,Spencer / Highway 18,43.184167,-95.191389,Little Sioux River,IA,8.5,9.5,11,13.8,,ft
SPJG1,Atlanta,33.802778,-84.340833,South Fork Peachtree Creek,GA,11,13,15,17,,ft
SPKI3,Sparksville,38.773056,-86.232778,East Fork White River,IN,,,,,,
SPKN1,Sparks,42.902222,-100.362222,Niobrara River,NE,5,6,10,12,,ft
SPKP1,Spruce Creek,40.6125,-78.140833,Little Juniata River,PA,6,8,10,14,,ft
SPLI4,Spillville,43.207222,-91.950278,Turkey River,IA,7,9,11,13,,ft
SPLN1,St. Paul,41.203611,-98.446111,Middle Loup River,NE,7,8,10,12,,ft
SPMT2,Spearman,36.202222,-101.305556,Palo Duro Creek,TX,9,20,21,22,,ft
SPNI3,Spencer,39.281111,-86.762222,White River (IN),IN,9,14,20,24,0.23,kcfs
SPNT2,Spring,30.110278,-95.436111,Spring Creek,TX,92,95,99,102,,ft
SPNW2,Spanishburg,37.433333,-81.109722,Bluestone River,WV,10,12,15,18,,ft
SPOI4,Spencer,43.128056,-95.210556,Ocheyedan River,IA,7,8,9.5,10.5,,ft
SPOW1,Spokane,47.659444,-117.448056,Spokane River,WA,26,27,29,30,,ft
SPPA3,Palominas,31.38,-110.110556,San Pedro River,AZ,15,16,17,18,,ft
SPPC1,Santa Paula,34.394444,-119.077778,Santa Paula Creek,CA,,,,,,ft
SPRA3,Redington,32.446111,-110.487778,San Pedro River,AZ,12.4,14.5,16.5,19,,ft
SPRC1,Spreckels,36.631111,-121.671389,Salinas River,CA,20,23,26,28,,ft
SPRO3,Springfield,44.093056,-122.956111,Mohawk River (OR),OR,12.5,15,22,25,,ft
SPRT2,Palo Duro Reservoir,36.361667,-101.163333,Palo Duro Creek,TX,2891,2892,2915,2943,,ft
SPRW2,Springfield,39.446944,-78.654444,South Branch Potomac River,WV,12,15,19,25,,ft
SPSI1,Fort Hall,43.042544,-112.549833,Spring Creek (Eastern ID),ID,,,,,,ft
SPSV2,Salem Pump Station,37.286667,-80.075278,Roanoke River,VA,5,7,14,16,,ft
SPTA3,Tombstone,31.750833,-110.200556,San Pedro River,AZ,13,15,17,19,,ft
SPTC2,South Platte,39.409167,-105.169444,South Platte River,CO,6,7,9,11,,ft
SPTF1,Steele Point,27.198889,-80.208056,St Lucie River,FL,,,,,,ft
SPTG1,U.S. Hwy 1 near Augusta,33.373333,-82.139167,Spirit Creek,GA,11.5,12,20,26,,ft
SPTM5,St Peter,44.324722,-93.952778,Minnesota River,MN,,,,,,ft
SPTN4,Spotswood,40.389444,-74.390833,Manalapan Brook,NJ,18.5,19,21,22,,ft
SPTT1,South Pittsburg,35.011389,-85.6975,Tennessee River,TN,,,,,,ft
SPTV2,SPOTSYLVANIA,38.171389,-77.595,Po River,VA,,,,,,ft
SPUF1,Spuds,29.729444,-81.486944,Deep Creek,FL,2,2.5,3.5,5,-1.5,ft
SPUN1,St. Paul,41.263333,-98.448889,North Loup River,NE,6,7,10,12,,ft
SPWI4,Spencer,43.136667,-95.143889,Little Sioux River,IA,9,10,14,16,,ft
SPYI3,Ft. Wayne Childrens Zoo,41.104722,-85.157778,Spy Run Creek,IN,9,11,12,13,,ft
SPYN6,South Plymouth,42.581111,-75.564167,Canasawacta Creek,NY,,,,,,
SPYT1,Singleton Parkway,35.275,-89.887222,Loosahatchie River,TN,,,,,,ft
SQUI1,Bruno Creek,44.290831,-114.471708,Squaw Creek (ID),ID,,,,,,ft
SQUW1,Snoqualmie Falls,47.545278,-121.841111,Snoqualmie River,WA,,20,31,41,,ft
SQWI1,Sweet,43.966667,-116.331389,Squaw Creek,ID,,,,,,ft
SRAM8,Absarokee,45.551144,-109.388031,Stillwater River (South Central MT),MT,,6.5,6.8,7.2,,ft
SRAW4,Saratoga,41.455,-106.805556,North Platte River,WY,7.5,8.5,9.5,10.5,,ft
SRBN1,Scribner,41.65879,-96.684071,Pebble Creek,NE,16,18,21,23,,ft
SRCI2,Shelbyville,39.405833,-88.896389,Robinson Creek (IL),IL,,,,,,ft
SRCN4,Clinton,40.639167,-74.915833,Spruce Run,NJ,3,4,,,,ft
SRCT2,Sterling City,31.83,-100.993333,North Concho River,TX,15,17,20,23,,ft
SRCW1,Combined Forks Virtual Gage,47.316111,-123.236944,Skokomish River,WA,4.5,,,,,cfs
SRDA2,Denali Park Road,63.722778,-149.474722,Sanctuary River,AK,8.2,8.9,,,,ft
SRDM2,Savage River Dam,39.507222,-79.133889,Savage River,MD,,,,,,ft
SRDM6,Sardis Dam,34.399167,-89.786667,Tallahatchie River,MS,,281.4,,,,ft
SRDO3,Drain,43.783889,-123.468889,Smith River,OR,,,,,,ft
SREC1,E St near San Bernardino,34.070278,-117.299444,Santa Ana River,CA,21.5,,,,,ft
SRGM8,St. Regis,47.301944,-115.086389,Clark Fork River,MT,18,19,21,22,,ft
SRGN4,Glen Gardner,40.691389,-74.936944,Spruce Run,NJ,5.5,7,,,,ft
SRGT2,Spring Branch,29.860278,-98.383333,Guadalupe River,TX,25,30,36,39,,ft
SRKK2,Sharkey,38.251111,-83.566111,Rock Lick Creek,KY,,,,,,ft
SRKU1,East Fork nr Kingston,38.196944,-112.150278,Sevier River,UT,8,9,10,11,,ft
SRLM8,Lawrence Park at Kalispell,48.21725,-114.317222,Stillwater River,MT,7,7.5,,,,ft
SRMP1,Marsh Creek,41.784722,-77.402222,Straight  Run,PA,,,,,,ft
SRMQ9,Mouth,63.282222,-139.254444,Stewart River,AK,97,99,101,,,ft
SRNF1,Nobles Ferry,30.437222,-83.091667,Suwannee River,FL,49,56,63,67,,ft
SRPM2,Sharptown,38.543889,-75.720278,Nanticoke River,MD,,,,,,ft
SRPN1,Surprise,41.102046,-97.310812,Big Blue River,NE,6,7,10,12,,ft
SRPW1,Potlatch,47.31,-123.175833,Skokomish River,WA,,17,17.8,18.5,,ft
SRRL1,Bayou Sorrel,30.155278,-91.331667,Lower Grand River,LA,,,,,,ft
SRRN4,Clinton,40.643611,-74.923611,Spruce Run Reservoir,NJ,,,,,,ft
SRRP1,Sterling Run,41.413333,-78.197222,Driftwood Branch Sinnemahoning Creek,PA,,,,,,ft
SRRT2,SH 72 near Runge,28.848611,-97.736944,San Antonio River,TX,22,27,31,39,,ft
SRSA1,Styx River at Seminole,30.518056,-87.462778,Styx River,AL,,,,,,ft
SRSI2,Springfield,39.870833,-89.613889,Sangamon River,IL,,,,,,ft
SRSU1,St. George,37.075278,-113.592222,Santa Clara River,UT,12.9,13.9,14.3,14.7,,ft
SRTM2,Sorrento,39.391944,-76.660833,Jones Falls,MD,10,13,15,18,,ft
SRTO3,Trout Creek,43.9225,-118.9581,Silvies River,OR,,,,,,ft
SRUT2,San Marcos,29.888889,-97.933889,San Marcos River,TX,,,,,,ft
SRVC1,Santa Ana,33.748889,-117.9075,Santa Ana River,CA,10.4,,,,,ft
SRVM2,Bloomington,39.501389,-79.123611,Savage River,MD,9,,,,,ft
SRVM8,Augusta,47.547222,-112.3675,Sun River,MT,,,,,,ft
SRVV2,Fieldale RG/SG IFLOWS,36.704678,-79.935007,Smith River,VA,12,14,17,20,,ft
SRWG1,Woodbine,30.974444,-81.725833,Satilla River,GA,3.5,4,5,6,-6,ft
SRYA2,Yakutat,59.586667,-139.4925,Situk River,AK,70.5,71.5,73,,,ft
SRYI1,Yankee Fork,44.268272,-114.732822,Salmon River,ID,,,,,,ft
SSAC1,Santa Rosa,38.436667,-122.723611,Santa Rosa Creek,CA,40,41,45,50,,ft
SSBT2,San Saba,31.213056,-98.719167,San Saba River,TX,20,24,27,31,,ft
SSCN1,Sioux City,42.485833,-96.413611,Missouri River,NE,27,30,33,36,,ft
SSCT2,NE Loop 410,29.515833,-98.430833,Salado Creek,TX,10,12,13,14,,ft
SSDW3,Sandstone Dam,45.233889,-88.068333,Peshtigo River,WI,683,686,689,692,,ft
SSGC1,Parkway,34.012778,-118.063611,San Gabriel River (CA),CA,6,8,,,,ft
SSIM5,Spring Steel Island,48.945833,-95.306667,Lake of the Woods,MN,,,,,,ft
SSNA1,Samson (CR 52),31.1125,-86.099444,Pea River,AL,28,35,41,,,ft
SSNM8,Augusta,47.633333,-112.866667,South Fork Sun River,MT,,,,,,ft
SSNS1,McClellanville,33.154167,-79.354444,Santee River,SC,,,,,-0.61,ft
SSQC1,Sisquoc,34.83972,-120.16722,Sisquoc River,CA,,,,,,ft
SSRM8,Simms,47.501628,-111.931914,Sun River,MT,6,7.5,10,12,,ft
SSRN5,Seven Rivers,32.588611,-104.421389,South Seven Rivers,NM,,,,,,ft
SSRS1,CLEVELAND,35.063333,-82.650278,South Saluda River,SC,8,9,14,18,,ft
SSSF1,Sampson City,29.918889,-82.210278,Sampson River,FL,131,132,133,134,,ft
SSSW1,SF Skykomish R at Skykomish,47.710833,-121.359722,South Fork Skykomish River,WA,,,,,,ft
SSTC1,Stevinson,37.294722,-120.850833,San Joaquin River,CA,,,,,,ft
SSTM7,Sharps Station,39.400833,-94.726667,Platte River,MO,21,26,29,33,,ft
SSUW1,Union,47.340556,-123.278889,South Fork Skokomish River,WA,,,,,,ft
SSWC1,Wheeler Springs,34.577778,-119.256944,Sespe Creek,CA,13.5,,,,,ft
SSWU1,90th South,40.5875,-111.912778,Jordan River,UT,,6.3,6.5,6.7,,ft
STAK1,Stanley,38.8125,-94.675556,Blue River,KS,10,16,18,30,,ft
STAO3,Prairie City,44.341667,-118.657222,Strawberry Creek,OR,,,,,,ft
STBA3,Tubac,31.612778,-111.040833,Santa Cruz River,AZ,26,28,29,32,,ft
STBI4,Steamboat Rock,42.407228,-93.072031,Iowa River,IA,10,11,,,,ft
STBN4,North Plainfield,40.621944,-74.436111,Stony Brook,NJ,6,7,,,,ft
STCG1,Stone Mountain,33.826111,-84.165278,Stone Mountain Creek,GA,7,9,11,13,,ft
STCI4,Story City,42.150262,-93.620495,Keigley Branch (Central IA),IA,,,,,,ft
STCK1,Webster,39.391389,-99.425833,S F Solomon River,KS,1907.04,1923.7,,1944,,ft
STCM5,St. Cloud,45.559722,-94.233333,Sauk River,MN,5,6,7,9,,ft
STCU1,Pine Valley,37.383333,-113.4825,Santa Clara River,UT,,,,,,ft
STCV2,Sengers Mountain Lake Dam at Stoney Creek Resort,37.99,-79.122778,Deep Pond Run,VA,,,,,,ft
STDC3,Stamford,41.037222,-73.534722,Long Island Sound,CT,6.2,6.4,8,14,,ft
STEF1,Steinhatchee,29.786389,-83.321667,Steinhatchee River,FL,17.5,19.5,23,26,,ft
STEN7,State St.,35.240278,-80.868333,Stewart Creek,NC,8,10,20,22,,ft
STEW3,Steuben,43.1828,-90.8592,Kickapoo River,WI,10,12,13,15,,ft
STFB3,Connors,47.20694,-68.95694,St. Francis River,ME,14,15,18,20,,ft
STFI1,Twin Falls,42.606111,-114.476389,Snake River,ID,,,,,,ft
STFL1,St. Francisville,30.702778,-91.344167,Mississippi River,LA,,,,,,ft
STFM5,St. Francis,45.327778,-93.372222,Rum River,MN,,,,,,ft
STFN4,Stafford Forge,39.666667,-74.32,Westecunk Creek,NJ,12,13,,,,ft
STFT2,Stamford,32.930833,-99.642222,California Creek (Clear Fk Brazos),TX,20,28,32,37,,ft
STGM5,Sterling Center 2NE,43.935,-94.070833,Maple River,MN,,,,,,ft
STGV2,Strasburg,38.976667,-78.336389,North Fork Shenandoah River,VA,10,17,20,25,,ft
STHG1,Hapeville,33.678889,-84.358056,South River,GA,12,15,18,21,,ft
STHW1,Stehekin,48.329722,-120.690556,Stehekin River,WA,22,24,,,,ft
STIF1,Steinhatchee,29.668056,-83.3775,Steinhatchee River,FL,,,,,,ft
STII1,Stites,46.086667,-115.975556,South Fork Clearwater River,ID,7.5,8,,,,ft
STIP1,Stillwater Dam,41.696111,-75.486111,Lackawanna River,PA,1621,,,,,ft
STIT2,Stillhouse Hollow Lake,31.022222,-97.5325,North Texas Lakes,TX,,,,,,ft
STJI2,St. Joseph,40.149444,-88.034167,Salt Fork (IL),IL,,,,,,ft
STJQ7,St. Jeans Shoals,45.301389,-73.25,Richelieu River,VT,98,98.8,99.5,100,,ft
STJW2,Stonewall Jackson Lake Tailwater,39.004444,-80.473333,West Fork River,WV,13,,,,,ft
STKA2,Mouth,56.708056,-132.130278,Stikine River,AK,25,27,28.5,31,,ft
STKN4,Stockton,40.402778,-74.979167,Delaware River,NJ,17,18,20,24,,ft
STLM5,Stillwater,45.056111,-92.803056,St. Croix River,MN,80,87,88,89,,ft
STLT2,Sattler,29.858889,-98.179722,Guadalupe River,TX,8,9,10,12,,ft
STMC2,Steamboat Springs,40.483056,-106.8325,Yampa River,CO,7,7.5,8.5,9.5,,ft
STMI2,Ste Marie,38.936389,-88.0225,Embarras River (IL),IL,17,19,20,27,,ft
STMK2,St. Matthews,38.237222,-85.664722,Middle Fork Beargrass Creek,KY,,,,,,ft
STMN1,Stamford,40.118333,-99.516944,Sappa Creek,NE,17,19,22,26,,ft
STMV2,Steele's Tavern,37.93,-79.164444,St. Marys River (VA),VA,,,,,,ft
STND1,Stanton,39.715833,-75.64,Red Clay Creek,DE,16,17,21,23,,ft
STNG1,Statenville,30.703889,-83.033333,Alapaha River,GA,90,100,101,103,,ft
STPC1,Stampede Reservoir,39.470556,-120.103056,Little Truckee River,CA,,,,,,ft
STPI3,St. Paul,39.4175,-85.634167,Flatrock River,IN,3,6,10,13,2.3,cfs
STPM5,St. Paul,44.944444,-93.088056,Mississippi River,MN,10,14,15,17,,ft
STPN7,W.O. Huske Lock,34.834722,-78.824167,Cape Fear River,NC,41,42,50,65,,ft
STPS1,Rediversion Canal near St. Stephen,33.4275,-79.915,Lake Moultrie,SC,,,,,,ft
STPW3,Stevens Point Dam,44.503056,-89.583889,Wisconsin River,WI,1074,1076,1079,1081,,ft
STRI4,Stratford,42.25192,-93.996898,Des Moines River,IA,14,21,25,27,,ft
STRM4,Sterling,44.0725,-84.02,Rifle River,MI,5,6,11,13,,ft
STRM8,St. Regis,47.296944,-115.121667,St. Regis River,MT,7.5,8,,,,ft
STRN7,CELO,35.831389,-82.184167,South Toe River,NC,7,9,15,23,,ft
STRO1,Stryker,41.504444,-84.429722,Tiffin River,OH,9,11,15,16.5,,ft
STRS1,Starr,34.383056,-82.5775,Rocky River SC,SC,19,20,25,30,,ft
STRW3,Stratford,44.821944,-90.079444,Big Eau Pleine River,WI,11,15.5,19,22,,ft
STSN7,Carowinds Blvd,35.105,-80.953611,Steel Creek,NC,8.5,9.3,12,14,,ft
STSP1,Sutersville,40.240278,-79.806667,Youghiogheny River,PA,14.9,20,21,23,,ft
STTI3,Stout Power Plant,39.714444,-86.200556,White River (IN),IN,8,10,11.5,,,ft
STTM7,St. Thomas,38.421389,-92.208333,Osage River,MO,16,23,30,35,,ft
STTN1,Stratton,40.140556,-101.229722,Republican River,NE,10,11,13,15,,ft
STTN4,Stanton,40.572222,-74.868056,South Branch Raritan River,NJ,7,8,10,12,,ft
STTQ2,Telegraph Creek,57.900833,-131.154444,Stikine River,AK,20,23,26,,,ft
STUI4,Struble,42.923889,-96.176667,Floyd River,IA,12,14,15,16,,ft
STVC1,Stevinson,37.370833,-120.929444,Merced River,CA,67,71,73.8,75,,ft
STVC3,Stevenson,41.383889,-73.168056,Housatonic River,CT,8,11,15,20,,ft
STVP1,Stevenson Dam on First Fork Sinnemahoning Creek,41.406944,-78.019444,Central PA Dams,PA,,,,,,ft
STWG1,Lilburn,33.941111,-84.107778,Sweetwater Creek (E ATL),GA,9,11,15,19,,ft
STWN2,Carson City,39.107778,-119.712222,Carson River,NV,8,10,10.5,11,,ft
STXA1,Elsanor,30.605556,-87.547222,Styx River,AL,7,12,14,17,,ft
STXM7,Stockton Dam,37.694167,-93.769722,Sac River,MO,,,,,835,ft
STXM8,St. Xavier,45.316903,-107.918889,Bighorn River,MT,,,,,,ft
STYM2,Steyer,39.301944,-79.306944,North Branch Potomac River,MD,8,9,12,13,,ft
STYT2,Stacy,31.493611,-99.573611,Colorado River (TX),TX,18,40,45,50,,ft
STYV2,Stony Creek,36.9,-77.4,Nottoway River,VA,13,15,17,20,,ft
STZM7,Stockton Dam,37.697778,-93.761667,Sac River,MO,,,,,,ft
SUCI1,Homedale,43.6175,-116.955,Succor Creek,ID,,,,,,ft
SUCP1,West Burlington,41.760556,-76.675,Sugar Creek,PA,,,,,,ft
SUDA2,Denali Hwy,63.103889,-147.515833,Susitna River,AK,11.5,12.5,13,,,ft
SUFN6,Suffern,41.140833,-74.116944,Mahwah River,NY,3.5,4,,,,ft
SUGI1,Stibnite,44.936389,-115.337222,Sugar Creek,ID,,,,,,ft
SUGI2,Springfield,39.779167,-89.592778,Sugar Creek (IL),IL,,,,,,ft
SUGS1,Fort Mill,35.005833,-80.9025,Sugar Creek NC,SC,26,27,34,40,,ft
SUGW2,Sugar Grove,38.466389,-79.318889,Brushy Fork,WV,,,,,,ft
SUMG1,Summerville,34.466389,-85.336111,Chattooga River,GA,12,14,17,20,,ft
SUNA2,Parks Hwy Bridge,62.175278,-150.173611,Susitna River,AK,,24.5,27.5,,,ft
SUNM6,Sunflower,33.5472,-90.5431,Big Sunflower River,MS,20,21,25,28,,ft
SUNS2,Hill City,43.869444,-103.581944,Sunday Gulch,SD,6,7.5,8,8.5,,ft
SUNV2,Sunrise (blw PSS),38.190278,-79.811944,Back Creek (Bath Co. VA),VA,6,8,10,,,ft
SUPA3,Supai,36.219444,-112.69,Havasu Creek,AZ,,17,20,22,,ft
SUPT2,Sutherland Springs,29.279722,-98.053333,Cibolo Creek,TX,17,21,27,35,,ft
SURO3,Riddle,42.951944,-123.334722,South Umpqua River,OR,18,19,21,24,,ft
SUSA2,Susitna Station,61.533333,-150.5,Susitna River,AK,,,,,,
SUSC1,Susanville,40.413611,-120.664167,Susan River,CA,10.5,12,13,14,,ft
SUTA1,Suttle,32.529167,-87.198889,Cahaba River,AL,28,32,43,55,,ft
SUTI3,Thorntown,40.139167,-86.604722,Sugar Creek (IN),IN,11,14,17,21,,ft
SUTN1,Sutherland,41.210278,-101.114722,North Platte River,NE,5,6.5,7.5,8.5,,ft
SUUC1,Pope Street,38.505278,-122.463889,Sulphur Creek,CA,9,11.6,14,16,,ft
SUVO3,Suver,44.7825,-123.234722,Luckiamute River,OR,25,27,,32,,ft
SUWF1,Gopher River Confluence,29.339167,-83.086667,Suwannee River,FL,2,3,4.8,6.2,,ft
SVBN6,Sylvan Beach,43.193333,-75.7325,Oneida Lake,NY,,,,,,ft
SVCT1,Blackman Road,36.0725,-86.733333,Sevenmile Creek,TN,6,9,11,13,,ft
SVEV2,Scottsville,37.797222,-78.491667,James River (VA),VA,11,20,22,24,,ft
SVHC1,,37.407222,-122.2381,Searsville Lake,CA,,,,,,ft
SVLN4,Sicklerville,39.733611,-74.951111,Great Egg Harbor River,NJ,,,,,,ft
SVPL1,Shreveport,32.515278,-93.740278,Red River,LA,26,30,31.5,33,,ft
SVRM4,Vanderbilt,45.156667,-84.466667,Pigeon River (N Lower MI),MI,,,,,,ft
SVRM7,Saverton Lock and Dam 22,39.633611,-91.247222,Mississippi River,MO,14,16,20,22,,ft
SVXC1,Hwy 85,37.3952,-122.0689,Stevens Creek,CA,,,,,,ft
SVZC1,Stevens Creek Reservoir,37.3059,-122.0732,Stevens Creek,CA,,,8,,,ft
SWAG1,Suwanee,34.096389,-84.079722,Level Creek,GA,8,9,12,14,,ft
SWAI1,Swan Falls Reservoir,43.291944,-116.42,Snake River,ID,,,,,,ft
SWAV1,Swanton,44.916667,-73.128889,Missisquoi River,VT,6,8,9,,,ft
SWBL1,Southwest Pass at East Jetty,28.927222,-89.42,Mississippi River,LA,,,,,,ft
SWBN4,SWEDESBORO,39.740556,-75.259167,Raccoon Creek,NJ,15,16,17,18,,ft
SWCN2,Sonoma,38.441667,-119.13,Sweetwater Creek (NV),NV,9.5,10.5,11.5,12.5,,ft
SWDN1,Seward,40.91583,-97.14527,Lincoln Creek,NE,13,15,17,20,,ft
SWDO2,Seward,35.8136,-97.4778,Cottonwood Creek (OK),OK,28,30,35,40,,ft
SWDP1,Seward,40.419167,-79.026389,Conemaugh River,PA,8.8,12,14,16,,ft
SWEG1,Suwanee,34.032222,-84.089444,Suwanee Creek,GA,7,8,11,14,,ft
SWEW4,Alcova,42.49,-107.133333,Sweetwater River,WY,7,,,,,ft
SWFN7,Streets Ferry,35.230833,-77.113889,Swift Creek,NC,3.5,4,5.5,8,,ft
SWLA3,Topock,34.743611,-114.447222,Sacramento Wash,AZ,,,,,,ft
SWMC3,Peat Swamp Reservoir,41.37,-73.059167,Peat Swamp Reservoir,CT,,,,,-0.1,ft
SWNI4,Swan,41.4894,-93.27825,Des Moines River,IA,,,,,,ft
SWNM2,Swan Creek,39.5225,-76.1425,Swan Creek,MD,12,14,18,20,,ft
SWNM6,Swan Lake,33.860556,-90.276667,Tallahatchie River,MS,25,26,33,37,,ft
SWNO2,Shawnee,35.332778,-96.959722,North Canadian River,OK,16,18,21,24,,ft
SWOG1,Swainsboro,32.440278,-82.382222,Ohoopee River,GA,16,18,24,27,,ft
SWPN2,Stillwater Point Reservoir,39.473333,-118.598611,Stillwater Slough,NV,,,,,,ft
SWPV2,Sewell&#039;s Point,36.946667,-76.33,James River (VA),VA,4,4.5,5.5,6.5,-1,ft
SWRM8,Bigfork,48.024444,-113.978889,Swan River,MT,6,6.5,7.5,8,,ft
SWRN1,Seward,40.902941,-97.111822,Big Blue River,NE,16,18,22,27,,ft
SWRN6,Stillwater Reservoir,43.897222,-75.051389,Beaver River (NY),NY,77.3,80,,,,ft
SWRN8,Sawyer,48.094722,-101.056111,Souris River,ND,1523,1524,1526,1528,,ft
SWRW4,Sawmill Reservoir near Big Horn,44.6256,-107.2997,West Fork Big Goose Creek,WY,,,,,,ft
SWSW4,Sweetwater Station,42.503889,-108.25,Sweetwater River,WY,6,7,8,9,,ft
SWTN1,Sweetwater,41.0375,-98.993056,Mud Creek,NE,15,16.5,18,21,,ft
SWVP1,Shwenksville,40.258611,-75.429167,East Branch Perkiomen Creek,PA,7,8,10,12,,ft
SWYA3,Yucca,34.803611,-114.171667,Sacramento Wash,AZ,,,,,,ft
SWYT2,Sweeny,29.06,-95.671389,San Bernard River,TX,12,16,17,20,,ft
SXBN6,Brooktondale,42.381389,-76.394722,Sixmile Creek,NY,,,,,,ft
SXCI4,Sioux City,42.524444,-96.48,Big Sioux River,IA,29,32,38,41,,ft
SXFS2,Sioux Falls N. Cliff Avenue,43.566944,-96.711111,Big Sioux River,SD,14,16,18,31,,ft
SXGC1,San Gregorio,37.325833,-122.3856,San Gregorio Creek,CA,15,17.7,21,25,,ft
SXLA1,Loxley at Smith's Siding,30.641389,-87.611389,Styx River,AL,10,14,,,,ft
SXMN6,Bethel Grove,42.403056,-76.435278,Sixmile Creek,NY,,,,,,ft
SXRA2,Soldotna,60.476667,-151.082222,Kenai River,AK,11.5,12,13,14,,ft
SXTK2,Saxton,36.633889,-84.111667,Clear Fork,KY,,,,,,ft
SXTP1,Saxton,40.215833,-78.265556,Raystown Branch Juniata River,PA,14,17,19,22,,ft
SXVM8,ST. Xavier Bridge,45.4608,-107.7486,Bighorn River,MT,,,,,,ft
SXXW4,Sussex,43.6972,-106.3061,Powder River (WY-MT),WY,10,11,12,13,,ft
SYCA3,Ft McDowell,33.694211,-111.541802,Sycamore Creek,AZ,13.5,17,19,21,,ft
SYCO3,Sycamore,45.4775,-122.508333,Johnson Creek,OR,10,11,,14,,ft
SYDP1,Sayers Dam on Bald Eagle Creek,41.047778,-77.608889,Central PA Dams,PA,,,,,,ft
SYIC1,Ross Fire Sta 21,37.991667,-122.576111,Sleepy Hollow Creek,CA,,,,,,ft
SYLI3,Sylvan Lake,41.498056,-85.377222,North Branch Elkhart River,IN,,,,,,ft
SYMT2,Seymour,33.580833,-99.267222,Brazos River,TX,10,12,15,20,,ft
SYOT2,Lake Kemp,33.758333,-99.150833,Wichita River,TX,,,,,,ft
SYQC1,Hwy 101,37.3946,-122.0104,Sunnyvale East,CA,,,,,,ft
SYRK1,Syracuse,37.966667,-101.756389,Arkansas River,KS,9,10,12,14,,ft
TABN6,Taberg,43.301667,-75.619167,East Branch Fish Creek,NY,,,,,,ft
TACM5,Taconite,47.388889,-93.380556,Prairie River (MN),MN,9,10,12,13,,ft
TACN4,Trenton,40.224167,-74.749167,Assunpink Creek,NJ,7,8.5,9.5,11,,ft
TAFA2,Fairbanks,64.792778,-147.838889,Tanana River,AK,23.5,24.5,26,27,,ft
TALA2,Tanana,65.166667,-152.066667,Yukon River,AK,85,86,92,98,,ft
TALO2,Tahlequah,35.925833,-94.9225,Illinois River (AR OK),OK,9,11,14,18,,ft
TAMC1,Tam Valley,37.878889,-122.529167,Coyote Creek (Marin),CA,,,,,,ft
TAMI4,Tama US 63,41.952694,-92.577059,Iowa River,IA,,20,,,,ft
TANW1,M Fk Snoqualmie R nr Tanner,47.486111,-121.646667,Middle Fork Snoqualmie River,WA,,,,,,ft
TAPM4,Paradise,46.575,-85.269444,Tahquamenon River,MI,9.5,10,11,12,,ft
TAPO1,Tappan Dam Pool,40.356667,-81.227222,Little Stillwater Creek,OH,,,,,,ft
TARC1,Willowside Road NR Santa Rosa,38.445278,-122.806111,Santa Rosa Creek,CA,62.5,70,74,77,,ft
TARC3,Tariffville,41.908283,-72.759353,Farmington River,CT,8,9,10,11,,ft
TARN7,Tarboro,35.894167,-77.533056,Tar River,NC,17,19,24,32,,ft
TATQ9,Dalton Post,60.118889,-137.084722,Tatshenshini River,AK,19,20,21,,,ft
TATT1,Tatumville,36.022222,-89.171389,North Fork Forked Deer River,TN,,,,,,ft
TAYM7,Taylor,39.896944,-91.580278,South Fabius River,MO,7,9.5,14,19,,ft
TAYO1,Taylorsville,39.872778,-84.164167,Great Miami River,OH,18,22,30,60,,ft
TAYV2,Taylorstown,39.255,-77.576667,Catoctin Creek,VA,10,12,17,22,,ft
TAZA2,Richardson Hwy Bridge,62.054722,-145.427778,Tazlina River,AK,28.5,31,32,36,,ft
TAZT1,Tazewell,36.425,-83.398333,Clinch River,TN,10,12,16,21,,ft
TBBM6,Tibbee,33.538056,-88.633333,Tibbee Creek,MS,20,23,28,30,,ft
TBCM7,Tecumseh,36.627222,-92.306111,Bryant Creek,MO,14,16,20,25,2,ft
TBCN5,Taos,36.379444,-105.667778,Rio Pueblo De Taos,NM,10.5,12,14,16,,ft
TBCN7,Colony Rd,35.168889,-80.830833,Briar Creek,NC,11,12,14,18,,ft
TBDN2,Derby Dam,39.584722,-119.503333,Truckee River,NV,8.5,10,11,13,,ft
TBFT2,Town Bluff,30.790833,-94.150833,Neches River,TX,64,68,72,82.5,,ft
TBLL1,Thibodaux,29.797778,-90.8225,Bayou Lafourche,LA,,,,,,ft
TBLM6,Tributary near Diamondhead,30.459167,-89.345833,Bayou Lasalle,MS,,,,,,ft
TBLT2,Steinhagen Lake,30.795278,-94.18,Neches River,TX,,,,,,ft
TBLW3,Blair,44.299283,-91.232942,Trempealeau River,WI,,,,,,ft
TBNM7,Fort Leonard Wood,37.736667,-92.081111,Big Piney,MO,11,13,17,23,,ft
TBPT2,Truscott Brine Lake,33.797778,-99.836389,Bluff Creek (N TX),TX,,,,,,ft
TBRM8,Tiber Reservoir / Lake Elwell,48.31,-111.087778,Marias River,MT,3012,,,,,ft
TBRT2,Twin Buttes Reservoir,31.381944,-100.538056,West Central Texas Lakes,TX,1940.2,,,,,ft
TBRV2,Toms Branch Dam,37.963889,-78.946944,Toms Branch Back Creek,VA,,,,,,ft
TBTL1,Transylvania,32.714444,-91.268611,Tensas Bayou,LA,22,,,,,ft
